ean,asin,brand,Weblink,product_description,image_location,Amazon_Item_model_number,Amazon_Bestsellers_Rank,Bullet_Description,Amazon_Landed_Price,IPG_Cat_Desc_1_name,IPG_Cat_Desc_1_P,dim,le,wi,hi,we
074170398380,B00BJMLHDC,"Sally Hansen",https://www.amazon.co.uk/dp/B00BJMLHDC,,https://images-eu.ssl-images-amazon.com/images/I/41NgZP6g1hL.jpg,30321005004,45297,"Smooth-on perfect legs in an instant,Lightweight leg makeup,Just flawless-looking, irresistible, sexy legs,Supplied in 118 ml tube,Available in deep glow shade",8.92,"Sun and Tan",Make-up,"3.9 x 6.2 x 16.2 cm ; 136 g",3.9,6.2,16.2,"136 g"
3607344677737,B0022SHLC8,"Sally Hansen",https://www.amazon.co.uk/dp/B0022SHLC8,"A weightless silky smooth, long-lasting leg make up that stays put but washes off easily with soap and water. Sally Hansen Airbrush Legs covers imperfections, enhances skin tone, is convenient and provides an instant result. Covers freckles, veins and imperfections and helps to stimulate micro-circulation for healthier and firmer looking legs. Skin feels fresh all day with improved texture and radiance. To use: Shake well, hold can 6 inches from the skin. Spray directly into your hand and apply evenly all over your legs. Wait 60 seconds before dressing. Wash hands after applying. To remove wash off with soap and water.",https://images-eu.ssl-images-amazon.com/images/I/31kCuIOk7bL.jpg,3542016,4373,"Sally Hansen Airbrush Legs 001 Light Glow",7.00,"Sun and Tan",Categories,"32.4 x 25.4 x 17.9 cm ; 118 g",32.4,25.4,17.9,"118 g"
074170398359,B00CI5DE5S,"Sally Hansen",https://www.amazon.co.uk/dp/B00CI5DE5S,,https://images-eu.ssl-images-amazon.com/images/I/41dfSuBcY2L.jpg,30074110001,41250,"Smooth-on ideal legs in an instant,Lightweight leg makeup,Just flawless-looking, irresistible, sexy legs,Supplied in 118  ml tube,Available in light glow shade",9.79,"Sun and Tan",Make-up,"3.1 x 6.2 x 16.5 cm",3.1,6.2,16.5,"18.1 g"
3607344677744,B004CG1HZ0,"Sally Hansen",https://www.amazon.co.uk/dp/B004CG1HZ0,,https://images-eu.ssl-images-amazon.com/images/I/31ZHeOzoz0L.jpg,30072904002,8568,"Spray on ideal legs in an instant,Water and transfer resistant,Lightweight leg makeup,Just flawless-looking, irresistible, sexy legs,Available in medium glow shade",9.50,"Sun and Tan",Beauty,"3.9 x 3.9 x 16.7 cm ; 118 g",3.9,3.9,16.7,"118 g"
074170398366,B00BJMSVKO,"Sally Hansen",https://www.amazon.co.uk/dp/B00BJMSVKO,,https://images-eu.ssl-images-amazon.com/images/I/41svxQheSwL.jpg,30074110002,14086,"Smooth-on ideal legs in an instant,Lightweight leg makeup,Just flawless-looking, irresistible, sexy legs,Supplied in 118  ml tube,Available in medium glow shade",6.85,"Sun and Tan",Make-up,"3.1 x 6.1 x 16.3 cm",3.1,6.1,16.3,"136 g"
074170443349,B01JOKVWS0,"Sally Hansen",https://www.amazon.co.uk/dp/B01JOKVWS0,"Get instantly healthy color that develops in 1 hour for a tanned look lasting for up to 7 days. Net Wt: 5.0 fl. oz. / 150 mL",https://images-eu.ssl-images-amazon.com/images/I/41x76fP7%2BJL.jpg,,516463,,13.33,"Bronzers & Highlighters",Face,"4.8 x 4.8 x 17.7 cm ; 200 g",4.8,4.8,17.7,"200 g"
074170443332,B01JOKVW2G,"Sally Hansen",https://www.amazon.co.uk/dp/B01JOKVW2G,"Get instantly healthy color that develops in 1 hour for a tanned look lasting for up to 7 days. Net Wt: 5.0 fl. oz. / 150 mL",https://images-eu.ssl-images-amazon.com/images/I/41I2gyCq-RL.jpg,,61716,,13.33,"Bronzers & Highlighters",Face,"4.8 x 4.8 x 17.7 cm",4.8,4.8,17.7,"118 g"
3607344677751,B003TNUJ9C,"Sally Hansen",https://www.amazon.co.uk/dp/B003TNUJ9C,,https://images-eu.ssl-images-amazon.com/images/I/314gRaptG0L.jpg,30072904003,33391,"Great Value Health and Beauty products,Semichem products at Amazon,Buy Low price Toiletries online,Buy Great Value Toiletries Online",7.65,"Sun and Tan",Make-up,"3.9 x 3.9 x 16.7 cm ; 118 g",3.9,3.9,16.7,"118 g"
074170398373,B00BJMQYXA,"Sally Hansen",https://www.amazon.co.uk/dp/B00BJMQYXA,,https://images-eu.ssl-images-amazon.com/images/I/41Yq-xC-5HL.jpg,30074110003,28341,"Smooth-on for ideal legs in an instant,Lightweight leg makeup,Just flawless-looking, irresistible, sexy legs,Supplied in 118  ml tube,Available in tan glow shade",6.25,"Sun and Tan",Make-up,"3.1 x 6.1 x 16.7 cm",3.1,6.1,16.7,"141 g"
5060427351272,B01EJKX6TS,"St Moriz",https://www.amazon.co.uk/dp/B01EJKX6TS,"Specially formulated to give that instant bronzing effect, St Moriz Instant Dark Self Tanning Mousse has a gentle texture to create a rich bronze effect on your skin. This tanning mousse is suitable for all skin types, giving your skin the look and feel of a professional tan.<br /> Designed to give you a deeper coloured tan with a tinted mousse allowing you to see where to apply it, this self tan solution is simple and easy to use. With a smooth creamy texture that soaks well into the skin when applied, this self tan is also streak free, so you get a consistent, darker coloured complexion.<br /> St Moriz Instant Dark Self Tanning Mousse allows you to self tan quickly, as its fast drying formula settles instantly for a ready-made holiday glow. The best thing is, you don't even need to set foot on the beach or a sun bed.",https://images-eu.ssl-images-amazon.com/images/I/31fUmKghW8L.jpg,258.151,793,"Multi award winning St. Moriz Dark Tanning Mousse, designed for those wanting to achieve a professional, flawless tan,A healthy bronzed look all year round,  the dark bronzing mousse is long lasting, fast drying and streak free.,This light mousse formula is quick and easy to apply. We suggest that our mitt is used for the best possible results.,For a deeper, richer colour,200ml Bottle",4.44,"Bronzers & Highlighters",Face,"4.7 x 4.7 x 20.5 cm ; 259 g",4.7,4.7,20.5,"259 g"
5060427351296,B01EJKX88C,"St Moriz",https://www.amazon.co.uk/dp/B01EJKX88C,"St Moriz Instant Self Tanning Lotion - 200ml",https://images-eu.ssl-images-amazon.com/images/I/31jr3uxfaRL.jpg,296.151,7517,"A Medium Tanning Lotion from the multiple award winning team at St. Moriz,A beautiful smooth lotion which gives you even coverage with a instant guide colour that is left to develop.,Simple and straight forward to apply, this luxurious lotion will leave you with a smooth, streak free professional finish,Rub in circular motions on to skin with our tanning mitt to help gain a natural looking, even tan.,200ml Bottle",4.90,"Bronzers & Highlighters",Face,"5 x 5 x 18.5 cm",5,5,18.5,"118 g"
5060185371345,B002RRI9N4,"St. Moritz",https://www.amazon.co.uk/dp/B002RRI9N4,,https://images-eu.ssl-images-amazon.com/images/I/41t7M%2BvNn-L.jpg,MORIZ-371345,48146,"Self-tanning spray by St Moriz,Streak-free,Professional-looking instant tan,Suitable for use by men and women,For all skin types",5.75,"Sun and Tan",Self-Tanners,NA,NA,,,"200 g"
5060185372915,B00PB19WHK,"St Moriz",https://www.amazon.co.uk/dp/B00PB19WHK,"Multipack, Money saving listing consisting of 12 x St. Moriz Self Tan Applicator Mitt. Stain free hands Streak free tan For a professional flawless tan If you are looking to achieve a streak free professional finish, the St. Moriz Self Tan Mitt is perfect for you! With a specially created lotion proof barrier, the St.Morriz Self Tan Mitt helps you put the days of stained hands and streaks behind you, hooray! We use our mitt with St. Moriz Self Tan, Mousse, Lotion, and even with the Shimmering Souffle! Try More... Why not top up your tan and create the perfect finish with St. Moriz Bronzing Powder! Material In case you need to know. Backing fabric: 100% Polyester Applicator Surface: Flocked Polyurethane Foam How we like to use it! At St. Moriz we have tried lots of different ways to apply our tans (flannels, towels and even socks!) and think we have found the perfect streak free solution: Insert your hand into the mitt. Apply your choice of tanning product (lotion, mousse or soufflé) onto the velvety/foam side of the mitt. Apply evenly in a smooth circular motion to your body and face and repeat if you find you need to. Golden thought! When we use our St. Moriz Self Tan Mist, we tend to apply the mist directly to our body and then rub it in gently with our mitt! Then you are good to glow! Top Tips We keep our St. Moriz Self Tan Mitts in tip top condition by: Washing after use either by hand (make sure your tan has dried) or in the washing machine at 30°C. Do not let the mitt go near bleach or a dry cleaner! Avoid a crisp mitt and let it dry naturally avoiding direct light.",https://images-eu.ssl-images-amazon.com/images/I/513YEf7iuHL.jpg,,,"Stain free hands Streak free tan For a professional flawless tan",31.30,Categories,"Health & Personal Care",NA,NA,,,NA
3607349919337,B00IAEYKOU,Rimmel,https://www.amazon.co.uk/dp/B00IAEYKOU,,https://images-eu.ssl-images-amazon.com/images/I/41vJTlKMEeL.jpg,34015905001,12516,"Immediate flawless tan for body and face,Water resistant, transfer-proof, streak free colour,Up to 24 hours wear and washes off,Available in Matte and Shimmer,Bottle - 125 ml (4.2 fl oz)",3.40,Body,Self-Tanners,"6.2 x 4 x 16.1 cm",6.2,4,16.1,"141 g"
3607349919085,B00IAEYN9W,Rimmel,https://www.amazon.co.uk/dp/B00IAEYN9W,,https://images-eu.ssl-images-amazon.com/images/I/41LF38-hk6L.jpg,34790207001,29698,"Immediate flawless tan for body and face,Water resistant, transfer-proof, streak free colour,Tan lasts up to 24 hours and washes off,Available in Matte and Shimmer,Bottle - 125 ml (4.2 fl oz)",4.84,Body,Self-Tanners,"6.2 x 4 x 16.1 cm",6.2,4,16.1,"159 g"
3607349919344,B078TL9NC1,Rimmel,https://www.amazon.co.uk/dp/B078TL9NC1,"Product Description Pack of 2. Sunshimmer is the instant and self tanning range of Rimmel London. It is a leading brand, designed to give you a flawless, natural and healthy sun-kissed look. Sunshimmer Water Resistant Instant Tan Matte, Medium is an ultra long-wearing lightweight gel that spreads easily for an all-over sun-kissed glow. So whether you are working, shopping, on a special occasion or out with the girls you will be ready for everything. For a flawless sun tanned look, apply to the face and body. Wash hands thoroughly after use. Transfer-resistant and water-resistant formula withstands sudden rain, splashes and spilled drinks. It lasts up to 24 hours and washes off easily with soap and water. For a good range of instant and self tanning products, Rimmel Sunshimmer is the good solution for sun-kissed skin all year round. Ingredients Aqua/Water/Eau, Glycerin, Hydrogenated Polyisobutene, Polysorbate 20, Triethanolamine, Alpha-Isomethyl Ionone, BHT, Caprylyl Glycol, Carbomer, Citronellol, Coumarin, EDTA, Geraniol, Hydroxycitronellal, Isoeugenol, Limonene, Linalool, Phenoxyethanol, Parfum/Fragrance, Acid Red 27 (CI 16185), FD&C Blue No1 (CI 42090), FD&C Red No4 (CI 14700), FD&C Yellow No5 (CI 19140).",https://images-eu.ssl-images-amazon.com/images/I/51iK8vAmYiL.jpg,,,"Immediate flawless tan for body and face,Water resistant, transfer-proof, streak free colour,Tan lasts up to 24 hours and washes off,Bottle - 125 ml (4.2 fl oz)",7.99,Body,Self-Tanners,NA,NA,,,"290 g"
3607349919092,B00IAEYN4W,Rimmel,https://www.amazon.co.uk/dp/B00IAEYN4W,,https://images-eu.ssl-images-amazon.com/images/I/41kd9Ls7F0L.jpg,34790207002,86409,"Immediate flawless tan for body and face,Water resistant, transfer-proof, streak free colour,Tan lasts up to 24 hours and washes off,Available in Matte and Shimmer,Bottle - 125 ml (4.2 fl oz)",1.45,Body,Self-Tanners,"6.2 x 4 x 16.1 cm",6.2,4,16.1,"181 g"
5012874141753,B000WA0FIK,Rimmel,https://www.amazon.co.uk/dp/B000WA0FIK,,https://images-eu.ssl-images-amazon.com/images/I/512kqyRlZBL.jpg,34002853001,2386,"Sunshimmer bronzing compact powder,light matte,Ideal for an instant natural sunkissed-look,Can also be used to enhance an existing tan,Creates a soft luminous glow",4.01,Cosmetics,Face,"7.5 x 7.5 x 1.7 cm",7.5,7.5,1.7,"81.6 g"
5012874141760,B008O28SQ4,Rimmel,https://www.amazon.co.uk/dp/B008O28SQ4,,https://images-eu.ssl-images-amazon.com/images/I/51CM8guE4oL.jpg,34005860002,7116,"Silky, lightweight bronzing powder for everyday use,Blends smoothly and effortlessly for a natural sun-kissed glow,Illuminates both your face and body,Available in Matte and Shimmer,Powder - 11 g (0.39 oz)",4.99,Cosmetics,Categories,"7.5 x 7.5 x 1.7 cm",7.5,7.5,1.7,"81.6 g"
5012874141777,B005F44TXU,Rimmel,https://www.amazon.co.uk/dp/B005F44TXU,,https://images-eu.ssl-images-amazon.com/images/I/51SEMmHashL.jpg,34005860003,2381,"Silky, lightweight bronzing powder for everyday use,Blends smoothly and effortlessly for a natural sun-kissed glow,Illuminates both your face and body,Available in Matte and Shimmer,Powder - 11 g (0.39 oz)",1.49,"Sun Care & Tanning",Face,"7.5 x 7.5 x 1.7 cm",7.5,7.5,1.7,"358 g"
5012874141784,B0047XCAIQ,Rimmel,https://www.amazon.co.uk/dp/B0047XCAIQ,,https://images-eu.ssl-images-amazon.com/images/I/51qj3%2BQwJYL.jpg,34005860004,45249,"Silky, lightweight bronzing powder for everyday use,Blends smoothly and effortlessly for a natural sun-kissed glow,Illuminates both your face and body,Available in Matte and Shimmer,Powder - 11 g (0.39 oz)",4.82,"Sun Care & Tanning",Face,"7.5 x 7.5 x 1.7 cm",7.5,7.5,1.7,"81.6 g"
3607349919351,B00IAEYN88,Rimmel,https://www.amazon.co.uk/dp/B00IAEYN88,,https://images-eu.ssl-images-amazon.com/images/I/41WfnY76dPL.jpg,34015905003,45204,"Immediate flawless tan for body and face,Water resistant, transfer-proof, streak free colour,Tan lasts up to 24 hours and washes off,Available in Matte and Shimmer,Bottle - 125 ml (4.2 fl oz)",3.40,Body,Self-Tanners,"6.2 x 4 x 16.1 cm",6.2,4,16.1,"118 g"
3607349919238,B00IAEYP0Y,Rimmel,https://www.amazon.co.uk/dp/B00IAEYP0Y,"Instant tan washes off gradual glow develops after repeated use. Transfer resistant. 2-in-1 instant tan + a lasting subtle gradual glow which develops after repeated applications. Gives a beautiful, radiant, natural looking golden tan whilst skin remains moisturised all day long. Easy to apply, the creamy texture perfectly melts onto the skin for rapid absorption. Shade Selection Guide Shade: Light, Intensity: 1, Finish/Look: Natural sunkissed look Shade: Medium, Intensity: 2, Finish/Look: Healthy bronze glow",https://images-eu.ssl-images-amazon.com/images/I/41TMVt4xUmL.jpg,34015904001,36859,"2-in-1 instant tan plus gradual glow,The creamy texture melts onto the skin for rapid absorption,The glow develops after each use for the ultimate sun-kissed look,Available in light and medium,Bottle - 125 ml (4.2 fl oz)",6.45,Body,Self-Tanners,"6.2 x 4 x 16.1 cm",6.2,4,16.1,"99.8 g"
3607349919245,B00IAEYPC2,Rimmel,https://www.amazon.co.uk/dp/B00IAEYPC2,,https://images-eu.ssl-images-amazon.com/images/I/41He0fsqBBL.jpg,34015904002,17448,"2-in-1 instant tan plus gradual glow,The creamy texture melts onto the skin for rapid absorption,The glow develops after each use for the ultimate sun-kissed look,Available in light and medium,Bottle - 125 ml (4.2 fl oz)",5.00,Body,Self-Tanners,"6.2 x 4 x 16.1 cm",6.2,4,16.1,"99.8 g"
3614223593606,B01N2XL7X6,"Sun Shimmer",https://www.amazon.co.uk/dp/B01N2XL7X6,,https://images-eu.ssl-images-amazon.com/images/I/41bqsij24yL.jpg,34774402001,51883,"Formula with Chia Oil,Antioxidant,Moisturising,Natural looking,Refreshing smell",6.01,Body,Self-Tanners,"7.8 x 5 x 14.8 cm ; 168 g",7.8,5,14.8,"168 g"
3614223593613,B01N7LVZD0,"Sun Shimmer",https://www.amazon.co.uk/dp/B01N7LVZD0,,https://images-eu.ssl-images-amazon.com/images/I/41YAygWnQZL.jpg,34774402002,191046,"Formula with Chia Oil,Antioxidant,Moisturising,Natural looking,Refreshing smell",6.58,Body,Self-Tanners,"7.8 x 5 x 14.8 cm",7.8,5,14.8,"181 g"
3614220595597,B00WKPOOU0,Rimmel,https://www.amazon.co.uk/dp/B00WKPOOU0,"Sunshimmer is the instant and self tanning range of Rimmel London. It is a leading brand, designed to give you a flawless, natural and healthy sun-kissed look.",https://images-eu.ssl-images-amazon.com/images/I/41MCpgeNmQL.jpg,34777890003,3452,"Develops in 1 hour & lasts up to 7 days,Skin feels nourished after immediate application and comfortable all day,Apply once a week for a more intensified tan,Transfer resistant, does not stain clothes,Bottle: 150ml ( 5.0 fl oz )",5.00,Body,Self-Tanners,"4.8 x 4.8 x 17.7 cm",4.8,4.8,17.7,"240 g"
3614220595573,B00WKPCVGO,Rimmel,https://www.amazon.co.uk/dp/B00WKPCVGO,"Rimmel London's first self-tan bronzing mousse that gives an instant colour and develops in an hour to give a natural looking streak free, even tan that lasts for up to 7 days. Skin feels nourished after immediate application of Rimmel Sunshimmer Instant Self Tan Mousse and comfortable all day. The lightweight formula dries quickly, leaving no residue. Transfer resistant, does not stain clothes.Develops in 1 hour lasts up to 7 days*",https://images-eu.ssl-images-amazon.com/images/I/412hNw0M93L.jpg,34777890001,10364,"Develops in 1 hour & lasts up to 7 days,Skin feels nourished after immediate application and comfortable all day,Apply once a week for a more intensified tan,Transfer resistant, does not stain clothes,Bottle: 150ml ( 5.0 fl oz )",5.00,Body,Self-Tanners,"4.8 x 4.8 x 17.7 cm ; 200 g",4.8,4.8,17.7,"200 g"
3614220595580,B00WKPL99Y,Rimmel,https://www.amazon.co.uk/dp/B00WKPL99Y,"Rimmel London's first self-tan bronzing mousse that gives an instant colour and develops in an hour to give a natural looking streak free, even tan that lasts for up to 7 days. Skin feels nourished after immediate application of Rimmel Sunshimmer Instant Self Tan Mousse and comfortable all day. The lightweight formula dries quickly, leaving no residue. Transfer resistant, does not stain clothes.Develops in 1 hour lasts up to 7 days*",https://images-eu.ssl-images-amazon.com/images/I/413aeJEousL.jpg,34777890002,2543,"Develops in 1 hour & lasts up to 7 days,Skin feels nourished after immediate application and comfortable all day,Apply once a week for a more intensified tan,Transfer resistant, does not stain clothes,Bottle: 150ml ( 5.0 fl oz )",3.30,Body,Self-Tanners,"4.8 x 4.8 x 17.7 cm",4.8,4.8,17.7,"200 g"
3614222518747,B01BNK1IZG,Rimmel,https://www.amazon.co.uk/dp/B01BNK1IZG,,https://images-eu.ssl-images-amazon.com/images/I/41ri2NwqNkL.jpg,34996319001,17689,"Our first In-Shower self tan that only takes 1 minute to apply.,Easy and smooth application under the shower.,Gives a beautiful sunkissed glow.,Leaves your skin hydrated and soft.,Tube: 200ml (7.0 fl oz)",7.00,Body,Self-Tanners,"8 x 5 x 18 cm",8,5,18,"222 g"
4005808799329,B00UT9ATQ2,NIVEA,https://www.amazon.co.uk/dp/B00UT9ATQ2,,https://images-eu.ssl-images-amazon.com/images/I/31gxF5XBupL.jpg,88231-04500-03,170064,"Use after cleansing, rinse off,Silky, soft skin feeling,For normal skin,With Sea Minerals,Soft skin in seconds",11.64,Lotions,Moisturisers,"30 x 7 x 19.5 cm ; 1.69 Kg",30,7,19.5,"1.69 Kg"
4005900054036,B01GHTPI0E,Nivea,https://www.amazon.co.uk/dp/B01GHTPI0E,,https://images-eu.ssl-images-amazon.com/images/I/41zK6ZbEDML.jpg,,8847,"Ideal for normal to dry skin,Skin compatibility dermatologically proven,Readily biodegradable,Enriched with nourishing cocoa butter,Free of artificial colours and silicones",2.19,,,NA,NA,,,"281 g"
42214175,B00EALKPPA,Nivea,https://www.amazon.co.uk/dp/B00EALKPPA,,https://images-eu.ssl-images-amazon.com/images/I/41WVJvxAwSL.jpg,82233-04550-25,8015,"Leaves no white marks on your skin or clothing,Helps to prevent build up of yellow stains on white clothes, keeping them white for longer,48 hours confidence, anti-perspirant protection and gentle NIVEA care,Ideal for travel",1.00,"Deodorants & Anti-Perspirants","Bath & Body","3.5 x 9.4 x 3.5 cm",3.5,9.4,3.5,"40.8 g"
5012583201960,B007UVEPQC,"Right Guard",https://www.amazon.co.uk/dp/B007UVEPQC,,https://images-eu.ssl-images-amazon.com/images/I/41Z5brZGlwL.jpg,1651403,188930,"Right Guard Xtreme Fresh,Washes away odour-casuing bacteria,Up to 8 hours of freshness,Sutiable for body & hair,Refreshing and invigorating fragrance",5.46,"Shower Gels",Cleansers,NA,NA,,,"880 g"
5012583201977,B003SP27O6,"Right Guard",https://www.amazon.co.uk/dp/B003SP27O6,"Shower Gel 250ml",https://images-eu.ssl-images-amazon.com/images/I/412cS%2BCdrML.jpg,83454,46393,"Right Guard Xtreme Energy Shower Gel 250ml.,Washes away odour causing bacteria for up to 8 hours of freshness.,Energising and revitalising fragrance.,Suitable for body and hair.,Skin-friendly, dermatologically tested.",1.16,"Shower Gels","Regular Stores",NA,NA,,,"299 g"
5012583201984,B003SP6G52,"Right Guard",https://www.amazon.co.uk/dp/B003SP6G52,"Shower Gel 250ml",https://images-eu.ssl-images-amazon.com/images/I/41H3YaVW4%2BL.jpg,83455,180520,"Right Guard Xtreme Cool with Air-Conditioning Effect Shower Gel 250ml.,Menthol enriched formula provides a pleasant colling feeling while you shower.,Icy-fresh fragrance enlivens the senses and stimulates mind and body.,Leaves skin feeling noticeably cleaner for long-lasting freshness.,Suitable for body and hair.",1.10,"Shower Gels","Regular Stores",NA,NA,,,"281 g"
5012583201915,B01BKOCE1M,"Right Guard",https://www.amazon.co.uk/dp/B01BKOCE1M,,https://images-eu.ssl-images-amazon.com/images/I/41LPRhkVYsL.jpg,null,,"Fresh Anti-Perspirant with 72 hours protection,Protects before you sweat,Maximum strength anti-perspirant,Fights body odour at its source,Long-lasting cool fragrance",,"Deodorants & Anti-Perspirants","Bath & Body",NA,NA,,,"141 g"
5012583201939,B003SP6HHY,"Right Guard",https://www.amazon.co.uk/dp/B003SP6HHY,"<p>Xtreme 150ml</p>",https://images-eu.ssl-images-amazon.com/images/I/41VpxTKmRwL.jpg,"Live in Morrisons",129650,"Right Guard Xtreme Cool 72H with Air-Conditioning Effect Anti-Perspirant Deodorant Aerosol 150ml.,Innovative formula provides continuous cooling and fresh sensation on skin.,Scientifically proven 72 hour protection.,Fights body odour at its source.,Long-lasting cool fragrance.",1.16,"Skin Care","Bath & Body","4.5 x 4.5 x 17.4 cm ; 127 g",4.5,4.5,17.4,"127 g"
5012583202493,B01B61MTHS,"Right Guard",https://www.amazon.co.uk/dp/B01B61MTHS,,https://images-eu.ssl-images-amazon.com/images/I/31jZ6vDCvxL.jpg,,,"Ultra cool Anti-Perspirant with 72 hours protection,Protects before you sweat,High-performance anti-perspirant,Fights body odour at its source,Long-lasting fragrance",,"Deodorants & Anti-Perspirants","Bath & Body",NA,NA,,,"141 g"
5012583200796,B001GMG726,"Right Guard",https://www.amazon.co.uk/dp/B001GMG726,"Sport Aerosol",https://images-eu.ssl-images-amazon.com/images/I/41cIGxtHeHL.jpg,41973,205765,"Right Guard Total Defence 5 Sport Anti-Perspirant Deodorant Aerosol 150ml.,Keeps working for 48 hours for maximum confidence.,Fights perspiration and prevents odour.,Adapts to your level of activity, releasing protection when you need it most.,Long-lasting freshness.",1.16,"Skin Care","Regular Stores",NA,NA,,,"141 g"
5012583200802,B0045ZVT5Q,"Right Guard",https://www.amazon.co.uk/dp/B0045ZVT5Q,"Aerosol 150ml",https://images-eu.ssl-images-amazon.com/images/I/21dRZubh0CL.jpg,41971,280191,"Right Guard Total Defence 5 Fresh Anti-Perspirant Deodorant Aerosol 150ml.,Keeps working for 48 hours for maximum confidence.,Fights perspiration and prevents odour.,Adapts to your level of activity, releasing protection when you need it most.,Long-lasting freshness.",1.10,"Deodorants & Anti-Perspirants","Regular Stores",NA,NA,,,"118 g"
5012583201816,B016OW8LU8,"Right Guard",https://www.amazon.co.uk/dp/B016OW8LU8,,https://images-eu.ssl-images-amazon.com/images/I/41ts-mRvQNL.jpg,,7048,"Provides triple stain protection,Extra protection against wetness,Protects before you sweat- The innovative formula with Sweat Detect Technology anticipates sweat before it starts,Long-term protection against white, yellow and oily stains on clothing,72H protection- Fights body odour at its source and ensures long-lasting freshness",,"Deodorants & Anti-Perspirants","Bath & Body",NA,NA,,,"118 g"
5012583200864,B001RD1IQO,"Right Guard",https://www.amazon.co.uk/dp/B001RD1IQO,"Keep It Cool -- wear a Black Puffle Cap! The tough, sporty Puffle logo is a sure bet on and off the field. The Nu-Fit, pro-style cap with a pre-curved bill is available in two sizes S/M and L/XL. Contact seller for sizes.",https://images-eu.ssl-images-amazon.com/images/I/41flbDS6O8L.jpg,1598421,124349,"Right Guard Total Defence 5 Cool Anti-Perspirant Deodorant Aerosol 250ml.,Keeps working for 48 hours for maximum confidence.,Fights perspiration and prevents odour.,Adapts to your level of activity, releasing protection when you need it most.,Long-lasting freshness.",3.25,"Skin Care","Regular Stores",NA,NA,,,"200 g"
5012583200789,B016OW7Z1Y,"Right Guard",https://www.amazon.co.uk/dp/B016OW7Z1Y,,https://images-eu.ssl-images-amazon.com/images/I/41EevrDoylL.jpg,2884377,3993,"Fights perspiration,Prevents odour,Keeps working for up to 48 hours for maximum confidence,Delivers 30% more protection power,Micro-encapsulated active ingredients release protection when you need it most",1.90,"Deodorants & Anti-Perspirants","Bath & Body",NA,NA,,,"200 g"
5012583200680,B0013KAG5U,"Right Guard",https://www.amazon.co.uk/dp/B0013KAG5U,"Right Guard Total Defence 5 Sport Maximum Strength Anti-Perspirant Deodorant combines the five essential benefits of an anti-perspirant into one; (1) Fights perspiration, (2) Prevents odour, (3) Long-lasting freshness, (4) Adapts to your level of activity, (5) Low residue. The innovative formula delivers 30% more protection power than Right Guard 3D. The micro-encapsulated active ingredients release protection when you need it most. It keeps working for up to 48 hours for maximum confidence. Alcohol-free and dermatologically tested.",https://images-eu.ssl-images-amazon.com/images/I/41nOHf-5DgL.jpg,1598434,120103,"Right Guard Total Defence 5 Sport Anti-Perspirant Deodorant Aerosol 250ml.,Keeps working for 48 hours for maximum confidence.,Fights perspiration and prevents odour.,Adapts to your level of activity, releasing protection when you need it most.,Long-lasting freshness.",2.36,Shoes,"Regular Stores",NA,NA,,,"200 g"
5012583200758,B001RYLLOW,"Right Guard",https://www.amazon.co.uk/dp/B001RYLLOW,"RIGHT GRD AERO WOMEN INVISIBLE 250ML Description coming soon!!! ALWAYS READ THE LABEL FOR ALL MEDICINAL PRODUCTS. And consult your Doctor or Pharmacist if you are taking other medication",https://images-eu.ssl-images-amazon.com/images/I/31zSh1UMhnL.jpg,1746373,216235,"Right Guard Women Total Defence 5 Invisible Power Anti-Perspirant Deodorant Aerosol 250ml.,New unbeatable stain defence formula.,Triple protection against white, yellow and oily stains.,Keeps working for 48 hours for maximum confidence.,Long-lasting freshness.",1.83,"Deodorants & Anti-Perspirants","Regular Stores",NA,NA,,,"200 g"
5012583200703,B004HKNZ2Y,"Right Guard",https://www.amazon.co.uk/dp/B004HKNZ2Y,"Aerosol 250ml",https://images-eu.ssl-images-amazon.com/images/I/31I5i9jOHDL.jpg,1598447,137979,"5 Sensitive anti-perspirant deodorant aerosol,Keeps working for 48 hours for maximum confidence,Fights perspiration and prevents odour,Adapts to your level of activity, releasing protection when you need it most,Long-lasting freshness",1.92,"Deodorants & Anti-Perspirants","Bath & Body","9 x 9 x 8 cm",9,9,8,"200 g"
5012583203117,B00BG9PY1E,"Right Guard",https://www.amazon.co.uk/dp/B00BG9PY1E,,https://images-eu.ssl-images-amazon.com/images/I/41563fllQKL.jpg,1746376,149579,"Right Guard Xtreme Invisible 72H Anti-Perspirant Deodorant Aerosol 150ml.,Formula with anti-bacterial silver molecules and micro-absorbers provides Xtreme protection againts wetness.,Scientifically proven 72 hour protection.,Fights body odour at its source.,Long-lasting fragrance.",1.57,"Skin Care","Regular Stores",NA,NA,,,"127 g"
5012583203728,B00F4T9U6M,Schwarzkopf,https://www.amazon.co.uk/dp/B00F4T9U6M,"Skin friendly pH , Dermatologically Tested, For Daily Use, Suitable For All Skin Types. Beautiful Scent, A Luxurious Shower Oil, Indulge Yourself!",https://images-eu.ssl-images-amazon.com/images/I/41vBSflVpEL.jpg,3810967,209113,"Replenished skin with right guard shower and oils,Dermatologically tested,Argan oil encourages regeneration of the skin,Marula oil hydrates and smoothes the skin,Almond oil protects and cares for your skin",3.16,"Shower Oils",Cleansers,"3.6 x 7 x 19.5 cm",3.6,7,19.5,"259 g"
05012583504221,NA,,https://www.amazon.co.uk/dp/NA,,,,,,,,,NA,NA,,,NA
