ean,asin,brand,Weblink,product_description,image_location,Amazon_Item_model_number,Amazon_Bestsellers_Rank,Bullet_Description,Amazon_Landed_Price,IPG_Cat_Desc_1_name,IPG_Cat_Desc_1_P,dim,le,wi,hi,we
4008600210894,B00NQ667WA,Disney,https://www.amazon.co.uk/dp/B00NQ667WA,"Disney by NUK First Choice Learner Bottles help make the transition from bottle feeding to drinking from a cup easier.Making the transition from bottle feeding to drinking from a cup can be a big step but help is at hand with the Disney by NUK First Choice Learner Bottle which features a classic Disney design to keep your child entertained whilst drinking.",https://images-eu.ssl-images-amazon.com/images/I/51Zbw3BP67L.jpg,10743587,766,"For an easy transition from bottle to cup,Anti-slip trainer handles - easy for children to hold themselves,Silicone Non-Spill Spout reduces mess,NUK's Anti-Colic Air System reduces the risk of infant colic,Interchangeable with all NUK First Choice Bottles & Teats",3.98,"Plastic Bottles","Home & Garden","7.2 x 12 x 18.5 cm",7.2,12,18.5,"99.8 g"
4008600210955,B003RRYB08,Disney,https://www.amazon.co.uk/dp/B003RRYB08,,https://images-eu.ssl-images-amazon.com/images/I/41jht65CkgL.jpg,10743588,602,"For an easy transition from bottle to cup,Anti-slip trainer handles - easy for children to hold themselves,Silicone Non-Spill Spout reduces mess,NUK's Anti-Colic Air System reduces the risk of infant colic,Interchangeable with all NUK First Choice Bottles & Teats",3.98,"Sippy Cups",Bottles,"7.2 x 12 x 18.5 cm",7.2,12,18.5,"141 g"
4008600168706,B00AYD3N16,"Disney Junior",https://www.amazon.co.uk/dp/B00AYD3N16,"White soother chain Nickel-free metal clip Mickey Mouse motif Made from robust, high-quality synthetics NUK soothers accredited by the British Dental Association Usage: Before first use, remove the soother holder from the packaging carefully. Only fasten the soother holder to clothing, but not to thick clothing (e.g Winter Coats), as this may strain the clip. Only clean the soother holder in lukewarm water using mild detergent and dry thoroughly afterwards. Neither steam or microwave sterilise, nor boil or clean the soother holder in the dishwasher. The material may be damaged. Warning! Before each use check carefully. Throw away at the first sign of damage or weakness! Never lengthen the soother holder. Never attach to cords, ribbons, laces or loose parts of clothing. The child may be strangled. Do not use the soother holder when the child is in a playpen, bed or cot. Your child may be injured. Soother holders must not be used as a toy or teething ring. Use only under supervision.",https://images-eu.ssl-images-amazon.com/images/I/41PBEN0Nd3L.jpg,10256312,2474,"Practical clip - even easier to attach and remove from clothing,Hook device - lets chain be easily attached to soother,Made of durable, high-quality synthetic material,Features a cute mickey mouse motif",2.99,Categories,"Baby Products","1.5 x 2 x 15 cm",1.5,2,15,"18.1 g"
4008600239307,B01EJA4SI6,NUK,https://www.amazon.co.uk/dp/B01EJA4SI6,,https://images-eu.ssl-images-amazon.com/images/I/41rBN10zNUL.jpg,10741702,39115,"Clinically tested, clinically proven for combination feeding,Natural shape modelled on a mothers nipple during breastfeeding,NUK Anti-Colic Air System minimises the risk of infant colic,Medium feed hole suitable for milk and formula.,BPA free",,"Plastic Bottles",Bottles,"6 x 7.2 x 23.5 cm",6,7.2,23.5,"86.2 g"
4008600261834,B01N4GI7E6,NUK,https://www.amazon.co.uk/dp/B01N4GI7E6,,https://images-eu.ssl-images-amazon.com/images/I/41-GKt8e8qL.jpg,10743700,3460,"Clinically tested, clinically proven for combination feeding,Natural shape modelled on a mothers nipple during breastfeeding,Nuk anti-colic air system minimises the risk of infant colic,Medium feed hole suitable for breast milk and formula,Bpa free",3.98,"Plastic Bottles",Bottles,"7.2 x 6 x 18.5 cm",7.2,6,18.5,"18.1 g"
4008600195146,B00KLEYHM2,NUK,https://www.amazon.co.uk/dp/B00KLEYHM2,"NUK Disney Soothers have a specially designed orthodontic profile that adapts to the shape of baby's mouth. This helps to exercise the lips, tongue and facial muscles, which promotes the healthy development of teeth and jaw. The flat shape of our soothers helps prevent pressure marks and also stops the soother from falling out of baby's mouth. The NUK Air System helps to ensure the mouthpiece remains soft and flexible, and integrated grooves enable saliva to flow away from baby's mouth, preventing skin irritations. * Size 1 (suitable for 0-6 months) * Pack contains 2 x silicone soothers, 1 x red, 1 x green * Approved by the British Dental Health Foundation Sterilise using steam or cold water sterilisation or in the NUK Vapo Rapid Steam Steriliser (dishwasher and microwave sterilisation is not recommended as this can cause material damage). BPA (Bisphenol A) free.",https://images-eu.ssl-images-amazon.com/images/I/41klwyVs-OL.jpg,WI313,56425,"Size 1 (suitable for 0-6 months),Pack contains 2 x silicone soothers, 1 x red, 1 x green,Approved by the British Dental Health Foundation,BPA (Bisphenol A) free",11.20,Categories,"Soothers & Teethers","17.8 x 9.8 x 3 cm",17.8,9.8,3,"9.1 g"
4008600188896,B00NQ64HFE,NUK,https://www.amazon.co.uk/dp/B00NQ64HFE,"A soother, pacifier or dummy is a useful aid for relaxing your baby. NUK Disney Soothers have a specially designed orthodontic profile that adapts to the shape of baby?s mouth. This helps to exercise the lips, tongue and facial muscles, which promotes the healthy development of teeth and jaw. The flat shape of our soothers helps prevent pressure marks and also stops the soother from falling out of baby?s mouth.",https://images-eu.ssl-images-amazon.com/images/I/41TnF4ysArL.jpg,10735836,21392,"Orthodontic shape mimics a mother's nipple during breastfeeding for improved acceptance,Approved by the British Dental Health Foundation for promoting healthy oral development,Orthodontic profile adapts to the shape of baby's mouth,  exercising the lips, tongue and facial muscles,Flat shape helps prevent pressure marks and stops the soother from falling out of baby's mouth,The NUK Air System helps ensure the mouthpiece remains soft and flexible",6.00,"Soother Pods","Home & Garden","3.5 x 9 x 17 cm",3.5,9,17,"18.1 g"
4008600117742,B0041M0WB0,NUK,https://www.amazon.co.uk/dp/B0041M0WB0,"<p><strong>NUK Disney Winnie Saugerkette, mit Clip </strong><strong>zur sicheren Befestigung des Schnullers an Baby‘s Kleidung</strong><strong>, 1 Stück, Farbe nicht frei wählbar</strong></p><ul><li>Praktisches Clip-System für noch leichteres Öffnen und Schließen an der Kleidung</li><li>Hakensystem für leichtes Anbringen des Saugers an der Kette</li><li>Aus robustem, hochwertigem Kunststoff</li><li>Nickelfreier Metall-Clip</li><li>In drei verschiedenen Farben</li></ul><p>Wie wichtig das Saugen für Ihr Baby ist und wie viel Spaß es an seinen Beruhigungssaugern hat, ist Ihnen sicherlich bekannt. Damit der Sauger auch da bleibt wo er hin gehört und nicht verloren geht oder auf dem Boden landet, sind Saugerketten und –bänder die optimale Lösung. Die NUK Saugerkette hat ein praktisches Clip-System, mit dem sich die Kette ganz leicht an der Kleidung Ihres Babys anbringen lässt. Das Hakensystem erleichtert Ihnen zusätzlich das Befestigen des Saugers an der Kette.</p><p>Ein weiteres besonderes Highlight stellt das niedliche Winnie the Pooh Motiv dar. Winnie the Pooh ist der beste Freund, den man sich wünschen kann. Das finden nicht nur Ferkel, Tigger und I-Aah, sondern auch alle Kinder der Welt. Umso größer wird die Freude sein, dass Winnie und seine Freunde auf dieser Saugerkette zu finden sind.</p><p><strong>Die NUK Disney Winnie Saugerkette – so bleiben Sauger sicher griffbereit.</strong></p>",https://images-eu.ssl-images-amazon.com/images/I/31HZC-ydDIL.jpg,10256256,13829,"Practical clip - even easier to attach and remove from clothing,Hook device - lets chain be easily attached to soother,Made of durable, high-quality synthetic material,Features the popular winnie the pooh motif",2.99,Categories,"Baby Products","1.5 x 2 x 15 cm",1.5,2,15,"9.07 g"
4008600239543,B01EJA4E3U,NUK,https://www.amazon.co.uk/dp/B01EJA4E3U,,https://images-eu.ssl-images-amazon.com/images/I/41xNs4rJN%2BL.jpg,10743635,22625,"Lightweight and robust,Supports independent drinking,Spill-proof silicone spout and lid reduces mess which is particularly useful when travelling,NUK Anti-Colic Air System minimises the risk of infant colic through the harmful swallowing of air,BPA free",,"Sippy Cups","Nursing & Feeding","15.4 x 13 x 9.2 cm",15.4,13,9.2,"136 g"
4008600100461,B007Z45MZM,NUK,https://www.amazon.co.uk/dp/B007Z45MZM,"NUK Soother Travel Box Pod Holder 0m+ NUK pacifiers boxes are very useful for mothers, because they allow to protect the pacifiers both home and in travel. All NUK pacifiers fits on these boxes. NUK pacifier box is available in green , yellow, purple.",https://images-eu.ssl-images-amazon.com/images/I/41GWdYOD1JL.jpg,10750256,379,"For hygienic storage when soothers are not in use,Keeps soothers clean and safe when out and about,Available in three colours - green, yellow and purple, pack contains : x 1 Pod suitable for storing 1 x soother,Dishwasher safe,BPA Free,Colours may vary",2.30,"Soother Pods","Home & Garden","9 x 4 x 17 cm",9,4,17,"9.07 g"
4008600269335,B01N4GI7E7,NUK,https://www.amazon.co.uk/dp/B01N4GI7E7,,https://images-eu.ssl-images-amazon.com/images/I/418y%2BBSKVeL.jpg,10750154,1047,"Soft but durable non-spill spout,Ideal for kids on the go,300ml capacity,A handy clip enables the bottle to be clipped to clothing to prevent it getting lost,Bpa free",5.79,"Sippy Cups","Nursing & Feeding","9 x 6.5 x 23.5 cm",9,6.5,23.5,"95.3 g"
4008600224327,B00VY5MPMQ,NUK,https://www.amazon.co.uk/dp/B00VY5MPMQ,"Product Description NUK Soothers have a specially designed orthodontic shape that adapts to baby's mouth. This helps to exercise the lips, tongue and facial muscles, which promotes the healthy development of teeth and jaw. The flat shape of the Happy Days soothers helps prevent pressure marks and also stops the soother from falling out of baby's mouth. The NUK Air System helps to ensure the mouthpiece remains soft and flexible. A handy soother bag keeps the soother clean and safe when at home or whilst out and about. To make life easier, you have to understand it first. Since 1956 NUK has been listening to the trusted experts: midwives, doctors, nutritionists and especially mums and dads in order to learn about the needs of both parent and child in those precious early years. Box Contains 2 x NUK Happy Days Soother",https://images-eu.ssl-images-amazon.com/images/I/41NTim7C1VL.jpg,10759027,1154,"Orthodontic shape mimics a mother's nipple during breastfeeding for improved acceptance,Approved by the British Dental Health Foundation for promoting healthy oral development,Adapts to the shape of baby's mouth, exercising the lips, tongue and facial muscles,Flat shape helps prevent pressure marks and stops the soother from falling out of baby's mouth,Designs may vary - stars or arrows",4.49,"Soother Pods","Soothers & Teethers","11 x 4 x 10 cm",11,4,10,"18.1 g"
4008600224358,B00VY5MGWA,NUK,https://www.amazon.co.uk/dp/B00VY5MGWA,"A soother, pacifier or dummy is a useful aid for relaxing your baby. NUK Soothers have a specially designed orthodontic profile that adapts to the shape of baby?s mouth. This helps to exercise the lips, tongue and facial muscles, which promotes the healthy development of teeth and jaw.",https://images-eu.ssl-images-amazon.com/images/I/41qPtvyCGNL.jpg,10759030,799,"Orthodontic shape mimics a mother's nipple during breastfeeding for improved acceptance,Approved by the British Dental Health Foundation for promoting healthy oral development,Adapts to the shape of baby's mouth, exercising the lips, tongue and facial muscles,Flat shape helps prevent pressure marks and stops the soother from falling out of baby's mouth,Designs may vary - peacock or unicorn",4.19,"Soother Pods","Soothers & Teethers","11 x 4 x 10 cm",11,4,10,"18.1 g"
4008600224389,B00VY5MHP6,NUK,https://www.amazon.co.uk/dp/B00VY5MHP6,"A soother, pacifier or dummy is a useful aid for relaxing your baby. NUK Soothers have a specially designed orthodontic profile that adapts to the shape of baby?s mouth. This helps to exercise the lips, tongue and facial muscles, which promotes the healthy development of teeth and jaw.",https://images-eu.ssl-images-amazon.com/images/I/41NTim7C1VL.jpg,10759029,1354,"Orthodontic shape mimics a mother's nipple during breastfeeding for improved acceptance,Approved by the British Dental Health Foundation for promoting healthy oral development,Adapts to the shape of baby's mouth, exercising the lips, tongue and facial muscles,Flat shape helps prevent pressure marks and stops the soother from falling out of baby's mouth,BPA Free",4.49,"Soother Pods","Home & Garden","11 x 4 x 10 cm",11,4,10,"18.1 g"
4008600224419,B00B832AQU,NUK,https://www.amazon.co.uk/dp/B00B832AQU,"A soother, pacifier or dummy is a useful aid for relaxing your baby. NUK Soothers have a specially designed orthodontic profile that adapts to the shape of baby?s mouth. This helps to exercise the lips, tongue and facial muscles, which promotes the healthy development of teeth and jaw.",https://images-eu.ssl-images-amazon.com/images/I/41qPtvyCGNL.jpg,10759028,831,"Orthodontic shape mimics a mother's nipple during breastfeeding for improved acceptance,Approved by the British Dental Health Foundation for promoting healthy oral development,Adapts to the shape of baby's mouth, exercising the lips, tongue and facial muscles,Flat shape helps prevent pressure marks and stops the soother from falling out of baby's mouth,Design may very - peacock or unicorn",4.49,Soothers,"Home & Garden","4 x 11 x 10 cm",4,11,10,"18.1 g"
3384121017992,B00PGB1PCA,NUK,https://www.amazon.co.uk/dp/B00PGB1PCA,"A soother, pacifier or dummy is a useful aid for relaxing your baby. The NUK Genius Soother was developed in partnership with dental health experts and is based on the approved orthodontic NUK shape with an improved, softer, more flexible baglet which reduces the pressure on baby's jaw and teeth, reducing the risk of teeth misalignment. Genius soothers are made from soft-flex silicone, which is flexible yet bite resistant. Strengthened contours improve safety and the NUK air system helps to ensure that the mouthpiece remains soft and flexible. Integrated grooves enable saliva to flow away from the baby's mouth preventing skin irritations.",https://images-eu.ssl-images-amazon.com/images/I/41dw7uxcImL.jpg,,31912,"All NUK soothers are 100% BPA free,It has NUK air system,More flexible baglet,Reduce the pressure on baby's jaw and teeth,Made from soft-flex silicone, which is extremely flexible yet bite resistant",8.39,"Soother Pods","Soothers & Teethers","11 x 4 x 10 cm",11,4,10,"9.07 g"
3384121739993,B014DDDH4A,NUK,https://www.amazon.co.uk/dp/B014DDDH4A,,https://images-eu.ssl-images-amazon.com/images/I/41m1NwrHIKL.jpg,,7364,"British Dental Association Approved & BPA (Bisphenol A) free,Made from soft-flex silicone which is extremely flexible yet bite resistant,Orthodontic NUK shape with an improved, softer, more flexible baglet which reduces the pressure on baby's jaw and teeth",,Soothers,"Soothers & Teethers",NA,NA,,,"40.8 g"
