name,asin,Good,Good_S,VeryGood_S,Acceptable_S,LIKEnew_S,VeryGood,Acceptable,LIKEnew,isbn,ean,title,Product_Page_Link,brand,Publisher,manufacturer,publicationdate,Edition,numberofpages,salesrank,New_MFN_Price,packagedimensions_height,packagedimensions_length,packagedimensions_width,packagedimensions_weight,itemdimensions_height,itemdimensions_length,itemdimensions_width,itemdimensions_weight,label,buybox_price,totalnew,totalused,totalcollectible,totalrefurbished,status1
"Library - Master Bedroom",045149721X,11.09,3.99,0.00,,0.00,24.36,,18.10,045149721X,9780451497215,"Hacking Growth: How Today's Fastest-Growing Companies Drive Breakout Success",https://www.amazon.com/dp/045149721X,"Sean Ellis Morgan Brown","Crown Business","Crown Business",2017-04-25,,320,30241,$15.95,130,909,610,115,950,640,110,111,"Crown Business",$19.72,48,36,0,0,11
"Library - Master Bedroom",B000UTLQIG,1.89,3.99,3.99,,3.99,0.46,,3.43,,0076783003958,"PRINCE & THE PAUPER",https://www.amazon.com/dp/B000UTLQIG,,02/04/2002,02/04/2002,2002,,,8988800,,70,680,410,10,,,,,02/04/2002,,0,8,0,0,9
"Library - Master Bedroom",0521424437,5.58,0.00,0.00,0.00,0.00,5.58,5.58,5.59,0521424437,9780521424431,"The Cambridge Encyclopedia of Language",https://www.amazon.com/dp/0521424437,,"Cambridge University Press","Cambridge University Press",1991-07-29,"First Edition",480,2796620,$7.41,110,1080,850,240,1087,862,94,,"Cambridge University Press",$14.50,12,113,2,0,11
"Library - Master Bedroom",1565927257,7.95,0.00,,0.00,,,6.56,,1565927257,9781565927254,"Writing Word Macros: An Introduction to Programming Word using VBA",https://www.amazon.com/dp/1565927257,"Steven A Roman Ronald Petrusha","O'Reilly Media","O'Reilly Media",1999-10-25,2,412,908807,$25.84,80,920,690,115,919,700,84,144,"O'Reilly Media",$41.67,33,37,0,0,11
"Library - Master Bedroom",0743271459,6.64,0.00,0.00,0.00,,6.64,6.64,,0743271459,9780743271455,"Laundry: The Home Comforts Book of Caring for Clothes and Linens",https://www.amazon.com/dp/0743271459,"Brand: Scribner",Scribner,Scribner,2005-10-04,"First Edition",416,315772,$23.00,140,910,620,140,925,650,100,139,Scribner,,10,44,0,0,11
"Library - Master Bedroom",0321411757,2.50,3.99,3.99,0.00,,6.75,6.49,,0321411757,9780321411754,"Visual Studio Tools for Office: Using Visual Basic 2005 with Excel, Word, Outlook, and InfoPath",https://www.amazon.com/dp/0321411757,,"Addison-Wesley Professional","Addison-Wesley Professional",2006-05-06,1,1120,3422159,$24.00,220,920,700,320,910,720,210,410,"Addison-Wesley Professional",$37.11,7,20,1,0,11
"Library - Master Bedroom",0321426711,7.32,0.00,0.00,,3.99,7.32,,35.80,0321426711,9780321426710,"VSTO for Mere Mortals¿: A VBA Developer's Guide to Microsoft Office Development Using Visual Studio 2005 Tools for Office",https://www.amazon.com/dp/0321426711,,"Addison-Wesley Professional","Addison-Wesley Professional",2007-01-08,1,736,685378,$35.98,120,910,680,215,890,700,150,229,"Addison-Wesley Professional",$41.38,21,20,0,0,11
"Library - Master Bedroom",0393339750,3.62,3.99,,0.00,,,7.39,,0393339750,9780393339758,"The Shallows: What the Internet Is Doing to Our Brains",https://www.amazon.com/dp/0393339750,"Nicholas Carr","W. W. Norton & Company","W. W. Norton & Company",2011-06-06,,304,11197,$6.79,90,820,540,45,830,550,80,66,"W. W. Norton & Company",$10.84,77,164,3,0,11
"Library - Master Bedroom",1844131602,1.43,3.99,0.00,3.99,,6.68,1.43,,1844131602,9781844131600,"The Last Juror",https://www.amazon.com/dp/1844131602,,"Dell Pub Co","Dell Pub Co",2004,"Airport Ed",368,,,110,913,591,115,917,598,102,132,"Dell Pub Co",,0,27,1,0,11
"Library - Master Bedroom",0593052986,5.59,0.00,0.00,,,5.59,,,0593052986,9780593052983,Wicked!,https://www.amazon.com/dp/0593052986,,"Bantam Press","Bantam Press",2006-06-06,"Export ed",846,3908935,$15.99,244,898,606,207,925,600,225,,"Bantam Press",,3,43,0,0,11
"Library - Master Bedroom",144725225X,1.79,3.99,0.00,,3.99,6.78,,10.45,144725225X,9781447252252,"This Was a Man",https://www.amazon.com/dp/144725225X,,Macmillan,Macmillan,2016-11-03,,,1151590,$9.99,118,913,606,123,945,622,150,99,Macmillan,,32,28,0,0,11
"Library - Hallway",0198612133,7.30,0.00,0.00,0.00,,7.31,7.31,,0198612133,9780198612131,"Oxford English Dictionary Edition Volume 1",https://www.amazon.com/dp/0198612133,Oxford,"Oxford Univ Press","Oxford Univ Press",1989-01-01,,,3146608,$56.01,210,1230,950,640,,,,,"Oxford Univ Press",$172.83,6,11,0,0,11
"Library - Hallway",0198612141,10.48,0.00,0.00,0.00,,82.18,10.48,,0198612141,9780198612148,"Oxford English Dictionary Edition Volume 2",https://www.amazon.com/dp/0198612141,,"Oxford Univ Press","Oxford Univ Press",,,,2872526,$53.00,210,1220,940,565,,,,,"Oxford Univ Press",,6,13,0,0,11
"Library - Hallway",019861215X,5.79,3.99,0.00,,3.99,59.35,,27.00,019861215X,9780198612155,"Oxford English Dictionary, Vol. 3: Cham-Creeky, 2nd Edition",https://www.amazon.com/dp/019861215X,,"Oxford Univ Press","Oxford Univ Press",1786,2nd,,2573701,$17.35,220,1220,940,605,,,,,"Oxford Univ Press",,6,5,0,0,11
"Library - Hallway",0198612168,118.97,0.00,3.99,,11.10,15.00,,45.00,0198612168,9780198612162,"The Oxford English Dictionary, Second Edition (Volume 4)",https://www.amazon.com/dp/0198612168,,"Clarendon Press","Clarendon Press",2001,"Second edition",,2235202,$25.17,220,1220,950,660,,,,,"Clarendon Press",,6,8,0,0,11
"Library - Hallway",0198612176,28.45,0.00,7.99,,0.00,39.46,,80.66,0198612176,9780198612179,"The Oxford English Dictionary, Second Edition (Volume 5)",https://www.amazon.com/dp/0198612176,,"Clarendon Press","Clarendon Press",2001-01-01,2nd,,1949987,$28.99,260,1270,970,700,,,,600,"Clarendon Press",,4,9,0,0,11
"Library - Hallway",0198612184,10.90,3.95,0.00,,6.72,14.84,,28.26,0198612184,9780198612186,"Oxford English Dictionary Edition Volume 6",https://www.amazon.com/dp/0198612184,,"Oxford Univ Press","Oxford Univ Press",1738,,,2945359,$128.63,260,1280,970,700,,,,,"Oxford Univ Press",,3,8,0,0,11
"Library - Hallway",0198612192,18.53,3.99,0.00,,,22.53,,,0198612192,9780198612193,"The Oxford English Dictionary, Second Edition (Volume 7)",https://www.amazon.com/dp/0198612192,,"Oxford University Press","Oxford University Press",1989,2nd,,2799464,$55.00,270,1280,970,705,,,,,"Oxford University Press",,5,9,0,0,11
"Library - Hallway",0198612206,,,3.99,0.00,3.99,29.66,33.66,30.00,0198612206,9780198612209,"The Oxford English Dictionary, Second Edition (Volume 8)",https://www.amazon.com/dp/0198612206,,"Oxford University Press","Oxford University Press",1989,"Second Edition",,1709925,$160.43,260,1280,970,700,,,,,"Oxford University Press",,3,8,0,0,11
"Library - Hallway",0198612214,25.36,3.99,0.00,0.00,,29.35,29.37,,0198612214,9780198612216,"THE OXFORD ENGLISH DICTIONARY: VOLUME IX LOOK-MOUKE.",https://www.amazon.com/dp/0198612214,,"Clarendon Press","Clarendon Press",2001,,,2897036,$79.95,240,1210,940,670,,,,,"Clarendon Press",,6,9,0,0,11
"Library - Hallway",0198612222,8.98,0.00,0.00,0.00,,50.55,8.98,,0198612222,9780198612223,"THE OXFORD ENGLISH DICTIONARY: VOLUME X MOUL-OVUM.",https://www.amazon.com/dp/0198612222,,"Clarendon Press","Clarendon Press",2001,,,3600390,$29.95,220,1220,930,665,,,,,"Clarendon Press",,3,9,0,0,11
"Library - Hallway",0198612230,,,3.99,,,8.00,,,0198612230,9780198612230,"The Oxford English Dictionary Second Edition (VOLUME 11)",https://www.amazon.com/dp/0198612230,,"Clarendon Press","Clarendon Press",2001,,,2778676,$12.00,210,1230,940,685,,,,,"Clarendon Press",,3,5,0,0,11
"Library - Hallway",0198612249,9.09,0.00,0.00,0.00,,9.09,9.10,,0198612249,9780198612247,"The Oxford English Dictionary, Second Edition (VOLUME 12)",https://www.amazon.com/dp/0198612249,,"Clarendon Press","Clarendon Press",1989,,,1417196,$19.20,180,1220,940,600,,,,,"Clarendon Press",,5,8,0,0,11
"Library - Hallway",0198612257,13.53,0.00,3.99,0.00,,9.53,13.53,,0198612257,9780198612254,"The Oxford English Dictionary, Second Edition (VOLUME 13)",https://www.amazon.com/dp/0198612257,,"OXFORD UNIVERSITY PRESS","OXFORD UNIVERSITY PRESS",2001,,1016,2814270,$12.10,180,1220,930,610,,,,,"OXFORD UNIVERSITY PRESS",,6,7,0,0,11
"Library - Hallway",0198612265,15.70,0.00,0.00,3.99,3.99,15.70,11.70,16.12,0198612265,9780198612261,"The Oxford English Dictionary, Second Edition (VOLUME 14)",https://www.amazon.com/dp/0198612265,,"OXFORD UNIVERSITY PRESS","OXFORD UNIVERSITY PRESS",2001,,1016,1640516,$30.00,200,1230,950,610,,,,,"OXFORD UNIVERSITY PRESS",,4,9,0,0,11
"Library - Hallway",0198612273,9.06,3.95,3.99,0.00,0.00,23.25,9.15,78.01,0198612273,9780198612278,"The Oxford English Dictionary, Second Edition (VOLUME 15)",https://www.amazon.com/dp/0198612273,,"Oxford University Press","Oxford University Press",2001,,,1550581,$49.99,190,1230,940,620,,,,,"Oxford University Press",,5,10,0,0,11
"Library - Hallway",0198612281,8.98,0.00,0.00,0.00,,8.98,8.99,,0198612281,9780198612285,"The Oxford English Dictionary, Second Edition (VOLUME 16)",https://www.amazon.com/dp/0198612281,,"OXFORD UNIVERSITY PRESS","OXFORD UNIVERSITY PRESS",2001,,1015,2751421,$16.15,190,1230,940,615,,,,,"OXFORD UNIVERSITY PRESS",,11,11,0,0,11
"Library - Hallway",019861229X,10.87,3.95,0.00,0.00,0.00,82.95,14.96,82.95,019861229X,9780198612292,"Oxford English Dictionary Edition Volume 17",https://www.amazon.com/dp/019861229X,,"Oxford Univ Press","Oxford Univ Press",1722,,1015,1618673,$31.69,190,1230,940,615,,,,,"Oxford Univ Press",,7,10,0,0,11
"Library - Hallway",0198612303,22.94,0.00,3.99,3.99,3.99,69.99,18.95,70.00,0198612303,9780198612308,"Oxford English Dictionary Edition Volume 18",https://www.amazon.com/dp/0198612303,,"Oxford Univ Press","Oxford Univ Press",2001,,,1832400,$123.42,230,1280,970,650,,,,,"Oxford Univ Press",,2,8,0,0,11
"Library - Hallway",0198612311,8.98,0.00,0.00,0.00,3.99,8.98,8.99,160.41,0198612311,9780198612315,"Oxford English Dictionary: Vol. 19: Unemancipated - Wau-wau",https://www.amazon.com/dp/0198612311,Oxford,"Oxford Univ Press","Oxford Univ Press",1989-01-01,2nd,,2695565,$40.90,230,1280,970,635,,,,,"Oxford Univ Press",$41.00,7,12,0,0,11
"Library - Hallway",019861232X,15.78,0.00,0.00,0.00,0.00,76.48,624.99,29.95,019861232X,9780198612322,"Oxford English Dictionary Edition Volume 20",https://www.amazon.com/dp/019861232X,,"Oxford Univ Press","Oxford Univ Press",1875,,,1555314,$75.00,240,1280,970,625,,,,,"Oxford Univ Press",,2,9,0,0,11
"Library - Hallway",0395669693,5.73,0.00,0.00,3.96,0.00,5.99,1.99,5.80,0395669693,9780395669693,"The Reader's Companion to Military History",https://www.amazon.com/dp/0395669693,,"Houghton Mifflin","Houghton Mifflin",1996-11-01,,573,2020349,$9.00,160,1010,750,290,1075,850,150,,"Houghton Mifflin",$22.99,10,84,11,0,11
"Library - Hallway",0060170565,0.95,3.99,,,,,,,0060170565,9780060170561,"The Downing Street Years",https://www.amazon.com/dp/0060170565,Harpercollins,HarperCollins,HarperCollins,1993-10-01,1st,912,175836,$11.95,111,913,657,325,925,650,225,107,HarperCollins,,19,246,34,0,11
"Library - Hallway",0874777305,5.98,0.00,,0.00,,,5.99,,0874777305,9780874777307,"The Future of the Body: Explorations Into the Further Evolution Of Human Nature",https://www.amazon.com/dp/0874777305,"Brand: Tarcher",TarcherPerigee,TarcherPerigee,1993-04-21,Reprint,785,510434,$19.18,220,920,620,235,930,620,170,246,TarcherPerigee,$29.28,32,89,2,0,11
"Library - Back 3rd Bedroom",0060654767,5.60,0.00,0.00,0.00,,5.99,5.99,,0060654767,9780060654764,"The Journals of Thomas Merton, Vol. 2, 1941-1952: Entering the Silence - Becoming a Monk & Writer",https://www.amazon.com/dp/0060654767,,HarperCollins,HarperCollins,1996-01-01,1st,501,1134301,$8.47,170,920,620,205,975,650,150,,HarperCollins,$8.47,9,50,4,0,11
"Library - Back 3rd Bedroom",0471178322,5.29,0.00,3.99,0.00,,1.99,5.59,,0471178322,9780471178323,"Strategic Planning for Nonprofit Organizations: A Practical Guide and Workbook (Wiley Nonprofit Law, Finance and Management Series)",https://www.amazon.com/dp/0471178322,,Wiley,Wiley,1997-07-28,1,304,748666,$1.16,92,982,695,110,1014,705,83,110,Wiley,,7,42,1,0,11
"Library - Back 3rd Bedroom",0982927509,3.96,3.99,3.99,3.99,3.99,3.99,6.96,12.98,0982927509,9780982927502,"You Can Do It: Inspiration and Lessons from an Inventor, Entrepreneur, and Sailor",https://www.amazon.com/dp/0982927509,"Brand: Constellation Press","Constellation Press","Constellation Press",2010-12-06,,298,3064760,$38.52,60,890,590,80,902,598,62,88,"Constellation Press",,3,10,1,0,11
"Library - Back 3rd Bedroom",1564409988,5.41,0.00,0.00,,0.00,5.69,,3.48,1564409988,9781564409980,"How to Start a Home-Based Writing Business (Home-Based Business Series)",https://www.amazon.com/dp/1564409988,,"Globe Pequot","Globe Pequot",1997-05-01,2nd,315,8764510,$2.77,100,970,650,120,1025,100,725,,"Globe Pequot",$2.99,11,33,1,0,11
"Library - Back 3rd Bedroom",1564559068,6.49,3.99,3.99,,3.99,6.50,,12.00,1564559068,9781564559067,"Insight Meditation: A Step-by-step Course on How to Meditate",https://www.amazon.com/dp/1564559068,"Brand: Sounds True 2002-05-01","Sounds True","Sounds True",2002-03,42859th,240,192816,$28.95,150,1000,830,180,800,975,150,180,"Sounds True",,9,44,0,0,11
"Library - Back 3rd Bedroom",0785223207,5.59,0.00,0.00,,3.99,3.99,,2.00,0785223207,9780785223207,"Truth or Delusion: Busting Networks Biggest Myths",https://www.amazon.com/dp/0785223207,,"Thomas Nelson Inc","Thomas Nelson Inc",2006-10-30,"First Printing",160,3372088,$0.97,80,770,510,55,770,530,30,110,"Thomas Nelson Inc",$6.99,25,52,3,0,11
"Library - Back 3rd Bedroom",0425124525,4.99,0.00,3.99,3.99,,3.00,0.96,,0425124525,9780425124529,"Walking After Midnight",https://www.amazon.com/dp/0425124525,Berkley,Berkley,Berkley,1990-10-01,"Media Tie In",,4814335,$59.30,110,677,425,44,500,700,100,,Berkley,,3,28,1,0,11
"Library - Back 3rd Bedroom",0674007913,4.99,0.00,0.00,,3.99,4.99,,5.00,0674007913,9780674007918,"To Be the Poet (The William E. Massey Sr. Lectures in the History of American Civilization)",https://www.amazon.com/dp/0674007913,,"Harvard University Press","Harvard University Press",2002-09-16,"First Edition",128,2302136,$10.00,60,710,520,40,700,550,38,56,"Harvard University Press",$19.91,15,38,10,0,11
"Library - Back 3rd Bedroom",0261662864,6.53,0.00,3.99,3.99,,2.97,2.55,,0261662864,9780261662865,"Diamond Thesaurus",https://www.amazon.com/dp/0261662864,,"HarperCollins Publishers Ltd","HarperCollins Publishers Ltd",,,,,,170,690,440,75,,,,,"HarperCollins Publishers Ltd",,0,10,0,0,11
"Library - Back 3rd Bedroom",1491534656,12.90,3.99,0.00,,3.99,16.94,,15.00,1491534656,9781491534656,"Capital in the Twenty-First Century",https://www.amazon.com/dp/1491534656,,"Brilliance Audio","Brilliance Audio",2014-06-17,Unabridged,,866018,$12.95,60,670,530,15,675,525,68,,"Brilliance Audio",,1,10,0,0,11
"Library - Back 3rd Bedroom",0140157352,4.99,0.00,0.00,0.00,,4.99,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
"Library - Back 3rd Bedroom",0517122979,5.29,0.00,0.00,,,5.29,,,0517122979,9780517122976,"Wisdom of Confucius",https://www.amazon.com/dp/0517122979,,Testament,Testament,1994-12-13,3rd,236,6405704,$1.95,107,731,531,79,750,550,100,,Testament,$1.95,5,25,1,0,11
"Library - Back 3rd Bedroom",1741751683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
"Library - Back 3rd Bedroom",0791424669,6.90,0.00,0.00,,3.99,6.99,,20.99,0791424669,9780791424667,"Sources of Hermeneutics (SUNY Series in Contemporary Continental Philosophy)",https://www.amazon.com/dp/0791424669,"Brand: State University of New York Press","State University of New York Press","State University of New York Press",1995-07-01,,212,2958956,$20.87,47,899,598,62,900,600,48,62,"State University of New York Press",$21.94,25,15,0,0,11
"Library - Back 3rd Bedroom",031254152X,5.99,0.00,0.00,3.99,,5.99,3.99,,031254152X,9780312541521,"On Being Certain: Believing You Are Right Even When You're Not",https://www.amazon.com/dp/031254152X,"Burton Robert A","St. Martin's Griffin","St. Martin's Griffin",2009-03-17,Reprint,272,216394,$7.45,79,846,551,57,815,558,74,54,"St. Martin's Griffin",$12.23,47,54,1,0,11
"Library - Back 3rd Bedroom",0074324785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
"Library - Back 3rd Bedroom",0385265425,5.16,0.00,0.00,0.00,,5.16,5.19,,0385265425,9780385265423,"You Are the Message: Getting What You Want by Being Who You Are",https://www.amazon.com/dp/0385265425,"Crown Business","Crown Business","Crown Business",1995-12-01,Reissue,256,138226,$8.74,70,820,540,55,823,550,64,55,"Crown Business",$11.84,45,141,0,0,11
"Library - Back 3rd Bedroom",1844131955,1.80,3.99,0.00,3.99,,5.29,1.33,,1844131955,9781844131952,"Raw Spirit: In Search of the Perfect Dram",https://www.amazon.com/dp/1844131955,Century,CENTURY,CENTURY,2003,,388,1360988,$56.01,157,921,638,137,949,646,130,,CENTURY,,5,40,0,0,11
"Library - Back 3rd Bedroom",0060916419,5.99,0.00,0.00,0.00,,5.59,5.59,,0060916419,9780060916411,"Connections to the World: The Basic Concepts of Philosophy",https://www.amazon.com/dp/0060916419,,Harpercollins,Harpercollins,1990-03-01,,,11300915,$4.50,40,780,530,50,825,550,75,,Harpercollins,$4.50,2,22,2,0,11
"Library - Back 3rd Bedroom",158648088X,4.99,0.00,0.00,0.00,,4.99,5.69,,158648088X,9781586480882,"The Best American Magazine Writing 2001 (Best American Magazine Writing)",https://www.amazon.com/dp/158648088X,"Harold M Evans",PublicAffairs,PublicAffairs,2001-10,,496,3070024,$4.00,115,850,550,163,850,550,115,144,PublicAffairs,$12.10,25,34,0,0,11
"Library - Back 3rd Bedroom",0973439696,5.98,0.00,0.00,0.00,3.99,5.99,5.99,21.50,0973439696,9780973439694,"The Crossroads of Conflict: A Journey Into the Heart of Dispute Resolution",https://www.amazon.com/dp/0973439696,,"Janis Publications","Janis Publications",2006,,,2688998,$19.22,100,890,600,120,,,,,"Janis Publications",,6,17,1,0,11
"Library - Back 3rd Bedroom",0060787112,4.92,0.00,3.99,0.00,,1.85,5.99,,0060787112,9780060787110,"Sleep, Pale Sister",https://www.amazon.com/dp/0060787112,"William Morrow Paperbacks","William Morrow Paperbacks","William Morrow Paperbacks",2005-08-30,"First Edition",416,1243117,$6.65,100,820,550,65,800,531,95,67,"William Morrow Paperbacks",$13.95,38,86,2,0,11
"Library - Back 3rd Bedroom",0393309401,3.90,3.99,,0.00,0.00,,7.88,12.49,0393309401,9780393309409,"Our Inner Conflicts: A Constructive Theory of Neurosis",https://www.amazon.com/dp/0393309401,"Horney, Karen","W. W. Norton & Company","W. W. Norton & Company",1992-10-17,Reissue,250,76725,$10.00,80,820,550,30,830,560,70,53,"W. W. Norton & Company",$14.00,43,63,1,0,11
"Library - Back 3rd Bedroom",0385475292,5.99,0.00,0.00,3.99,,7.95,1.99,,0385475292,9780385475297,"Boundaries of the Soul: The Practice of Jung's Psychology",https://www.amazon.com/dp/0385475292,"June Singer","Anchor Books","Anchor Books",1994-10-01,Revised,528,276742,$11.87,126,795,512,79,799,519,103,88,"Anchor Books",$14.40,32,68,1,0,11
"Library - Back 3rd Bedroom",0292720831,5.93,0.00,0.00,0.00,,5.99,5.93,,0292720831,9780292720831,"Extravagaria (Texas Pan American Series) (English and Spanish Edition)",https://www.amazon.com/dp/0292720831,,"Univ of Texas Pr","Univ of Texas Pr",1993-03,Rprnt/Blnl,302,3984585,$44.70,80,800,540,90,825,100,525,,"Univ of Texas Pr",,7,34,0,0,11
"Library - Back 3rd Bedroom",0679755624,4.99,0.00,3.99,3.96,,1.99,1.02,,0679755624,9780679755623,"Open Secrets: Stories",https://www.amazon.com/dp/0679755624,"Munro, Alice",Vintage,Vintage,1995-11-07,"First Edition Thus",294,99428,$8.83,70,800,520,60,797,513,62,49,Vintage,$12.76,50,111,5,0,11
"Library - Back 3rd Bedroom",0385314698,0.25,3.99,3.99,0.00,3.99,0.25,4.99,0.50,0385314698,9780385314695,"The Sixteen Pleasures: A Novel",https://www.amazon.com/dp/0385314698,Delta,Delta,Delta,1995-05-01,,384,1596337,$1.27,90,710,530,60,700,525,80,,Delta,$3.42,54,227,5,0,11
"Library - Back 3rd Bedroom",0385262426,4.92,0.00,0.00,0.00,,4.99,4.99,,0385262426,9780385262422,"Money and the Meaning of Life",https://www.amazon.com/dp/0385262426,"Jacob Needleman",Doubleday,Doubleday,1994-09-15,"New edition",352,223646,$8.60,102,819,551,70,830,560,90,73,Doubleday,$15.00,34,107,2,0,11
"Library - Back 3rd Bedroom",0060655879,4.92,0.00,3.99,0.00,,1.99,5.17,,0060655879,9780060655877,"The Complete Gospels : Annotated Scholars Version (Revised & expanded)",https://www.amazon.com/dp/0060655879,,HarperOne,HarperOne,1994-11-04,"Revised, Expanded",480,1188151,$12.00,170,900,600,95,925,613,120,,HarperOne,,9,89,2,0,11
"Library - Back 3rd Bedroom",0393060071,3.29,3.99,,,3.99,,,7.77,0393060071,9780393060072,"Identity and Violence: The Illusion of Destiny (Issues of Our Time)",https://www.amazon.com/dp/0393060071,,"W. W. Norton","W. W. Norton",2006-03-27,"First Edition",224,1217004,$12.75,90,850,600,90,825,575,100,85,"W. W. Norton",,8,31,3,0,11
"Library - Back 3rd Bedroom",0713992255,8.99,0.00,3.99,3.99,,8.38,5.01,,0713992255,9780713992250,"Existentialists and Mystics: Writings on Philosophy and Literature",https://www.amazon.com/dp/0713992255,"Brand: Viking Adult","Viking Adult","Viking Adult",1998-01-01,,576,658958,$22.92,180,940,640,205,934,628,179,,"Viking Adult",,6,39,7,0,11
"Library - Back 3rd Bedroom",0747513430,1.99,3.99,0.00,0.00,,5.99,5.99,,0747513430,9780747513438,"Bloomsbury Dictionary of Difficult Words",https://www.amazon.com/dp/0747513430,,"Bloomsbury Publishing PLC","Bloomsbury Publishing PLC",1993-04-08,0,256,8978019,,126,921,630,115,,,,,"Bloomsbury Publishing PLC",,0,13,0,0,11
"Library - Back 3rd Bedroom",0671708635,0.01,3.99,3.99,3.99,3.99,0.50,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,11
"Library - Back 3rd Bedroom",076072203X,0.90,3.99,0.00,0.00,0.00,4.99,5.75,5.59,076072203X,9780760722039,"Clearing the Clutter For Good Feng Shui",https://www.amazon.com/dp/076072203X,,"Barnes & Noble","Barnes & Noble",2001,"First Edition",96,1157950,$1.75,50,930,740,105,,,,,"Barnes & Noble",,26,79,1,0,11
"Library - Back 3rd Bedroom",0060976519,4.80,0.00,,0.00,,,4.86,,0060976519,9780060976514,"The Language Instinct: How the Mind Creates Language",https://www.amazon.com/dp/0060976519,,Perennial,Perennial,1995-02,Reprint,496,285373,$6.85,130,780,530,75,825,125,550,,Perennial,$6.85,14,149,3,0,11
"Library - Back 3rd Bedroom",0415901049,17.59,5.28,0.00,0.00,,222.70,17.61,,0415901049,9780415901048,"Becoming a Woman through Romance (Critical Social Thought)",https://www.amazon.com/dp/0415901049,,Routledge,Routledge,1990-11-16,1,256,4102684,,90,840,550,157,875,575,75,,Routledge,,0,10,0,0,11
"Library - Back 3rd Bedroom",0874777860,,,0.00,,,4.39,,,0874777860,9780874777864,"Secret Life Of Money",https://www.amazon.com/dp/0874777860,,Tarcher,Tarcher,1994-12-28,"First Printing",272,3903962,$5.78,100,890,580,105,550,863,56,100,Tarcher,,9,59,5,0,11
"Library - Back 3rd Bedroom",0486275507,3.99,0.00,0.00,0.00,,3.99,4.80,,0486275507,9780486275505,"The Road Not Taken and Other Poems (Dover Thrift Editions)",https://www.amazon.com/dp/0486275507,,"Dover Publications","Dover Publications",1993-04-19,"Reprint, Unabridged",64,22391,$1.45,20,800,500,15,850,550,16,13,"Dover Publications",$3.00,50,157,2,0,11
"Library - Back 3rd Bedroom",0071355766,5.99,0.00,3.99,,0.00,0.99,,5.99,0071355766,9780071355766,"The Quotable Writer: Words of Wisdom from Mark Twain, Aristotle, Oscar Wilde, Robert Frost, Erica Jong, and More",https://www.amazon.com/dp/0071355766,,McGraw-Hill,McGraw-Hill,2000-03-03,,186,3564076,$19.44,102,850,559,93,875,575,75,,McGraw-Hill,,6,29,1,0,11
"Library - Back 3rd Bedroom",0062700162,4.92,0.00,0.00,0.00,,4.92,4.90,,0062700162,9780062700162,"The Highly Selective Thesaurus for the Extraordinarily Literate (Highly Selective Reference)",https://www.amazon.com/dp/0062700162,,"Collins Reference","Collins Reference",1994-04-27,1,224,867705,$4.00,100,830,580,90,825,550,81,81,"Collins Reference",$8.99,29,156,5,0,11
"Library - Back 3rd Bedroom",0143038257,4.80,0.00,3.99,0.00,3.99,0.60,4.80,0.55,0143038257,9780143038252,"Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time",https://www.amazon.com/dp/0143038257,"Penguin Books","Penguin Books","Penguin Books",2007-01-30,,349,73890,$2.00,94,835,543,75,838,541,77,77,"Penguin Books",$10.56,234,1506,17,0,11
"Library - Back 3rd Bedroom",0684850028,4.94,0.00,0.00,4.49,,4.93,0.52,,0684850028,9780684850023,"Write It Down, Make It Happen: Knowing What You Want And Getting It",https://www.amazon.com/dp/0684850028,Unknown,"Fireside Books","Fireside Books",2001-01-03,1st,250,57762,$7.00,70,830,540,55,844,550,70,53,"Fireside Books",$9.98,60,141,3,0,11
"Library - Back 3rd Bedroom",0446394599,4.96,0.00,0.00,3.96,,4.99,1.00,,0446394599,9780446394598,"Lincoln on Leadership: Executive Strategies for Tough Times",https://www.amazon.com/dp/0446394599,"Warner Books NY","Warner Books, Inc.","Warner Books, Inc.",1993-02-01,Reprint,188,16582,$4.90,70,790,510,40,800,513,57,37,"Warner Books, Inc.",$8.19,77,366,3,0,11
"Library - Back 3rd Bedroom",1569248656,6.30,0.00,0.00,0.00,0.00,6.31,7.95,8.92,1569248656,9781569248652,"Ghostwriting: How to Get Into the Business (Paragon House Writers Series)",https://www.amazon.com/dp/1569248656,"Brand: Marlowe n Co","Da Capo Press","Da Capo Press",1994-08-04,"First Edition",144,6864170,$4.86,60,820,550,55,825,550,75,,"Da Capo Press",$4.86,4,13,1,0,11
"Library - Back 3rd Bedroom",0972041206,,,4.89,,3.99,2.95,,3.84,0972041206,9780972041201,"Points of View from Inside >> Out",https://www.amazon.com/dp/0972041206,,"Steve Miksis","Steve Miksis",2002-05,"First Paperback Edition",100,8306042,,30,810,520,25,,,,,"Steve Miksis",,0,3,0,0,11
"Library - Back 3rd Bedroom",0471531944,5.98,0.00,0.00,0.00,3.99,5.99,5.99,6.00,0471531944,9780471531944,"Ackoff's Fables: Irreverent Reflections on Business and Bureaucracy",https://www.amazon.com/dp/0471531944,,Wiley,Wiley,1991-03-27,1,240,2015705,$15.49,110,890,620,100,929,622,87,,Wiley,$15.49,8,23,4,0,11
